municipality,employees,estatutarios,temporarios,tx_coleta_lixo,tx_limpeza,mort_less1yr,mort_total
220605,316,254,20,0,0,2,45
220610,516,0,78,0,0,2,53
220620,1130,0,262,0,0,10,165
220630,139,0,30,0,0,0,9
220635,290,211,23,0,0,0,25
220640,419,247,125,0,0,3,75
220650,228,171,30,0,0,0,48
220660,602,433,146,0,0,4,59
220665,248,175,65,0,0,1,13
220667,386,270,81,0,0,1,33
220669,486,348,76,0,0,2,28
220670,387,272,46,0,0,1,54
220672,495,304,185,0,0,0,49
220675,558,217,261,0,0,0,23
220680,734,171,541,0,0,6,38
220690,461,199,233,0,0,3,54
220695,247,163,27,0,0,0,15
220700,899,729,6,1,1,8,221
220710,165,0,55,0,0,0,7
220720,273,134,110,1,0,1,61
220730,336,229,84,0,0,0,24
220735,197,122,37,0,0,2,20
220740,270,70,172,0,0,1,21
220750,499,435,15,0,0,1,66
220755,256,145,76,0,0,0,21
220760,471,357,91,1,0,3,52
220770,4283,2517,146,1,1,39,1015
220775,272,152,50,0,0,1,17
220777,257,201,23,0,0,2,40
220779,164,0,56,0,0,1,19
220780,646,337,0,0,0,9,126
220785,219,0,15,0,0,0,20
220790,1633,1024,429,1,1,7,234
220793,153,100,13,0,0,2,11
220795,227,184,20,0,0,2,25
220800,3718,1520,1897,0,0,22,515
220810,488,335,140,0,0,4,67
220820,772,0,206,0,0,3,102
220830,818,635,34,1,1,7,190
220840,2748,1830,441,1,1,19,425
220850,643,433,121,0,0,8,59
220855,187,111,48,0,0,0,11
220860,197,109,79,0,0,0,22
220865,350,216,84,0,0,1,56
220870,419,331,4,1,0,1,40
220880,868,426,393,0,0,2,129
220885,222,197,13,0,0,1,22
220887,250,176,45,0,0,0,15
220890,534,231,261,0,0,0,30
220900,376,201,54,0,0,0,42
220910,295,280,0,1,1,0,46
220915,263,181,58,0,0,0,23
220920,461,275,149,0,0,2,30
220930,280,0,61,0,0,0,35
220935,251,176,18,0,0,0,44
220937,202,126,65,1,0,0,25
220940,387,120,164,0,0,0,41
220945,159,55,4,0,0,1,9
220950,229,162,39,0,0,0,24
220955,206,0,25,0,0,0,29
220960,274,131,48,1,1,1,18
220965,268,213,39,0,0,2,41
220970,374,243,5,0,0,2,45
220975,150,0,17,1,1,1,12
220980,269,150,40,1,0,0,16
220985,289,182,46,0,0,0,36
220987,341,263,14,0,0,1,23
220990,300,205,71,0,0,1,31
220995,267,173,0,0,0,1,32
220997,370,256,69,0,0,1,32
221000,975,362,550,0,0,2,115
221005,350,248,35,1,1,2,21
221010,232,171,6,0,0,0,20
221020,281,272,2,1,1,1,49
221030,315,225,30,0,0,2,54
221035,256,0,22,0,0,1,27
221037,219,189,16,0,0,1,16
221038,177,146,13,0,0,0,15
221039,187,109,26,0,0,1,14
221040,742,567,161,1,0,9,92
221050,644,461,128,1,1,5,93
221060,1071,0,225,0,0,4,185
221062,286,195,65,0,0,0,11
221063,252,159,55,0,0,0,15
221065,322,285,18,0,0,2,48
221070,583,484,28,0,0,3,83
221080,556,0,236,0,0,6,93
221090,249,204,35,0,0,0,30
221093,357,165,161,0,0,1,38
221095,220,155,15,0,0,0,17
221097,226,159,26,0,0,1,14
221100,7454,5751,450,1,1,196,5163
221110,1459,977,364,0,0,18,266
221120,1205,675,233,0,0,3,115
221130,882,644,170,1,1,1,177
221135,259,134,20,0,0,0,24
221140,160,135,1,0,0,1,33
221150,219,133,32,0,0,2,25
221160,182,109,4,0,0,2,29
221170,215,164,38,0,0,0,17
230010,985,0,62,0,0,3,55
230015,724,418,263,0,0,0,86
230020,2476,1482,859,0,0,16,369
230030,1866,1149,574,0,0,3,336
230040,852,468,230,0,0,5,78
230050,928,508,363,0,0,1,82
230060,489,310,45,0,1,1,65
230070,1113,356,736,0,0,5,86
230075,2136,1391,462,0,0,10,214
230080,433,375,18,0,0,0,36
230090,621,441,69,0,0,3,87
230100,3301,2114,869,0,0,6,444
230110,2217,914,1129,0,0,14,460
230120,1561,860,478,0,1,5,190
230125,635,487,26,0,0,4,81
230130,1184,826,218,0,0,1,139
230140,890,663,174,0,0,2,71
230150,806,304,414,0,0,0,60
230160,885,656,144,0,0,3,127
230170,1314,697,469,0,0,3,158
230180,514,357,70,0,0,4,42
230185,924,493,384,0,0,1,92
230190,2379,0,222,0,0,14,419
230195,945,630,224,0,0,1,140
230200,982,747,0,0,0,2,156
230205,906,668,148,0,0,3,84
230210,1267,0,99,0,0,6,204
230220,2165,1188,874,0,1,5,299
230230,1330,935,365,0,0,5,172
230240,1814,1693,65,0,0,14,357
230250,2639,0,909,0,0,17,299
230260,3037,1465,1427,0,0,15,393
230270,1711,634,733,0,0,4,214
230280,2889,2046,622,0,0,17,477
230290,1047,695,184,0,0,1,111
230300,713,626,55,0,0,1,101
230310,1224,629,370,0,0,5,124
230320,1613,1221,249,0,0,7,175
230330,748,539,146,0,0,1,120
230340,811,0,0,0,0,1,86
230350,3071,1330,1595,1,0,9,393
230360,902,400,259,0,0,2,72
230365,704,420,198,0,0,3,46
230370,9235,4438,3895,0,0,61,1791
230380,1045,816,26,0,0,5,173
230390,1130,861,196,0,0,2,87
230393,746,505,178,0,0,4,68
230395,990,694,145,0,0,2,133
230400,1187,857,197,0,0,3,133
230410,2507,0,847,0,0,22,532
230420,4478,2571,1396,1,1,24,852
230423,905,0,170,0,0,6,125
230425,1274,752,423,0,0,7,163
230426,610,404,168,0,0,1,65
230427,483,336,121,0,0,1,41
230428,3340,1318,1434,0,0,6,304
230430,1000,742,179,0,0,5,133
230435,1147,814,259,0,0,1,113
230440,31674,24244,4285,0,0,458,16299
230445,875,414,400,0,0,4,75
230450,947,613,276,0,0,2,101
230460,619,379,155,0,0,1,38
230465,903,632,170,0,0,0,92
230470,3364,1333,1788,0,0,15,284
230480,609,345,65,0,0,1,16
230490,518,0,92,0,0,3,88
230495,1240,733,304,0,0,3,152
230500,2001,1358,413,0,0,4,272
230510,465,353,72,0,0,1,45
230520,1026,972,24,0,0,2,148
230523,2833,2102,558,0,0,10,360
230526,732,566,110,0,0,7,81
230530,919,689,117,0,0,5,165
230533,926,380,455,0,0,0,71
230535,875,586,232,0,0,4,107
230540,2633,1912,459,0,0,21,450
230550,3952,2694,718,0,0,10,663
230560,1096,1011,11,0,0,4,209
230565,635,368,202,0,0,2,90
230570,604,0,19,0,0,5,77
230580,2024,1604,247,0,0,6,270
230590,1800,1384,284,0,0,8,332
230600,718,521,92,0,0,1,116
230610,1121,823,140,0,0,4,124
230620,394,283,83,0,0,1,45
230625,1563,615,855,0,0,4,264
230630,1795,1180,559,0,0,10,280
230640,5664,3275,2174,0,0,29,660
230650,973,469,478,0,0,4,105
230655,1999,1457,511,0,0,6,204
230660,1345,715,363,0,0,2,121
230670,904,775,29,0,0,4,130
230680,572,453,83,0,0,2,73
230690,1227,1007,171,0,0,4,248
230700,2124,1604,440,0,0,3,212
230710,1361,859,464,0,0,8,173
230720,998,0,59,0,0,3,59
230725,999,726,222,0,0,6,84
230730,7972,4747,2758,0,0,58,1761
230740,832,503,221,0,0,8,182
230750,1307,1087,95,0,0,3,210
230760,1212,864,209,0,0,9,387
230763,897,827,49,0,0,1,104
230765,9421,4999,2696,0,0,50,1270
230770,3890,1585,1871,0,0,17,622
230780,1491,905,491,0,0,11,157
230790,994,491,456,0,0,3,58
230800,1683,611,961,0,0,6,205
230810,2445,1296,650,0,0,20,301
230820,782,425,299,0,0,3,67
230830,1094,800,135,0,0,7,183
230835,626,391,206,0,0,7,130
230837,1008,614,345,0,0,2,66
230840,1389,0,114,0,0,7,205
230850,1772,978,527,0,0,10,339
230860,1173,732,276,0,0,6,118
230870,2200,1922,53,0,0,3,445
230880,620,440,47,0,0,1,44
230890,1205,554,573,0,0,2,111
230900,902,484,333,0,0,3,133
230910,600,478,70,0,0,0,56
230920,991,452,471,0,0,3,97
230930,1507,1114,273,0,0,7,303
230940,1097,694,329,0,0,3,196
230945,1173,712,345,0,0,6,142
230950,882,660,156,0,0,6,163
230960,2375,1413,820,0,0,11,360
230970,2629,1821,422,0,0,13,364
230980,748,411,285,0,0,1,74
230990,531,351,141,0,0,1,53
231000,554,383,124,0,0,0,61
231010,653,363,253,0,0,2,65
231020,1781,1364,243,0,0,6,212
231025,1351,967,140,0,0,6,179
231030,2343,606,1706,0,0,6,241
231040,723,578,112,0,0,1,80
231050,2186,1276,109,0,0,9,289
231060,716,586,56,0,0,1,48
231070,1794,1021,724,0,0,8,217
231080,1008,746,214,0,0,5,111
231085,906,323,464,0,0,4,167
231090,728,396,248,0,0,0,135
231095,653,304,207,0,0,0,55
231100,687,642,0,0,0,3,83
231110,954,0,283,0,0,1,117
231120,687,487,136,0,0,1,75
231123,582,284,259,0,0,1,43
231126,1180,899,246,0,0,3,124
231130,3112,1772,1061,0,0,21,547
231135,854,683,122,0,0,1,105
231140,4002,1489,2202,1,0,9,503
231150,810,508,216,0,0,6,116
231160,1309,915,359,0,0,4,214
231170,988,840,0,0,0,2,142
231180,2650,1122,1373,0,0,10,450
231190,950,491,358,0,0,3,104
231195,1940,660,778,0,0,2,81
231200,1550,1223,276,0,0,6,149
231210,1011,821,69,0,0,6,112
231220,1872,1318,388,0,0,9,302
231230,1697,1259,246,0,0,12,347
231240,4073,1886,1850,0,0,8,283
231250,394,0,56,0,0,0,66
231260,678,314,303,0,0,2,79
231270,924,706,121,0,0,1,213
231280,436,307,93,0,0,0,34
231290,6794,1849,3404,0,0,29,1172
231300,1014,745,220,0,0,3,129
231310,840,583,207,0,0,5,209
231320,1360,1032,134,0,0,5,183
231325,584,327,201,0,0,1,46
231330,3350,1335,1467,0,0,8,389
231335,1414,1078,285,0,0,1,83
231340,2514,0,402,0,0,13,424
231350,1961,1499,385,0,0,8,249
231355,1045,440,547,0,0,4,100
231360,1207,0,185,0,0,9,221
231370,489,319,82,0,0,3,56
231375,693,586,54,0,0,5,132
231380,1407,703,531,0,0,2,128
231390,912,761,130,0,0,4,66
231395,1210,840,163,0,0,0,123
231400,1864,0,332,0,0,3,258
231410,2542,1901,45,0,0,7,333
240010,530,411,97,0,0,2,83
240020,1694,1114,187,1,0,15,273
240030,512,400,100,1,1,0,59
240040,165,30,90,0,0,0,16
240050,448,330,46,0,0,2,73
240060,161,129,0,0,0,0,28
240070,835,493,0,0,0,2,70
240080,475,316,71,1,1,2,50
240090,318,222,41,0,0,1,54
240100,1081,943,74,0,1,3,208
240110,1554,1183,50,0,0,5,167
240120,961,650,183,1,0,2,75
240130,322,119,2,0,0,2,60
240140,395,306,18,1,1,1,51
240145,1093,686,216,0,0,9,155
240150,334,197,100,1,1,2,35
240160,371,278,31,0,0,1,21
240165,307,212,41,0,0,0,8
240170,294,225,0,1,0,0,70
240180,571,271,257,0,0,1,68
240185,378,157,87,0,0,1,30
240190,283,171,85,0,1,0,23
240200,2526,1928,229,1,1,6,429
240210,596,408,131,0,0,2,56
240220,1718,848,788,0,0,4,202
240230,1058,275,558,1,1,7,141
240240,350,238,74,1,1,2,60
240250,628,363,137,0,0,0,53
240260,2921,1532,1136,1,1,24,468
240270,565,380,148,1,1,2,70
240280,411,237,108,0,0,1,27
240290,361,225,109,0,0,2,35
240300,404,358,6,0,0,6,69
240310,1615,1230,249,1,1,7,316
240320,372,278,54,0,0,2,59
240325,5862,3503,14,1,1,52,1134
240330,313,198,86,0,0,3,39
240340,258,211,7,0,0,0,34
240350,473,206,88,0,0,3,44
240360,1158,823,103,1,0,13,170
240370,468,304,51,0,0,0,41
240375,303,165,84,1,1,1,25
240380,515,398,88,1,1,2,66
240390,219,119,31,0,0,3,23
240400,296,142,106,0,0,0,27
240410,181,121,32,0,0,0,7
240420,1717,989,552,1,1,8,143
240430,658,526,0,0,0,3,82
240440,663,217,299,0,0,1,75
240450,3302,808,2093,1,1,8,94
240460,668,335,136,0,0,0,59
240470,645,381,118,1,0,2,63
240480,259,193,26,0,0,0,21
240485,419,163,175,0,0,0,35
240490,241,197,0,0,0,0,38
240500,480,340,80,0,0,1,68
240510,463,194,123,1,0,0,33
240520,313,237,8,0,0,0,30
240530,446,243,83,0,0,2,61
240540,285,228,0,0,0,1,35
240550,391,231,97,0,0,0,16
240560,656,428,133,0,0,2,94
240570,513,408,17,1,0,2,109
240580,1817,828,865,0,0,8,206
240590,168,70,36,0,0,0,17
240600,318,182,81,0,0,1,54
240610,788,680,48,1,0,7,148
240615,177,152,0,0,0,0,17
240620,434,253,138,0,0,1,25
240630,470,180,253,0,0,3,45
240640,366,185,151,0,0,0,24
240650,765,599,81,1,1,6,90
240660,439,211,90,0,0,2,57
240670,564,397,87,1,0,1,68
240680,326,249,0,0,0,0,30
240690,293,120,14,0,0,0,29
240700,358,310,41,0,0,3,66
240710,2312,1142,0,1,0,15,460
240720,1235,1012,0,1,1,6,186
240725,225,91,88,0,0,0,29
240730,401,222,143,0,0,1,53
240740,432,232,169,1,1,0,70
240750,797,246,499,0,0,3,59
240760,310,170,70,0,0,0,37
240770,545,351,149,0,0,3,59
240780,1140,487,495,1,1,4,105
240790,246,156,60,0,0,1,14
240800,6068,4866,138,1,1,40,1654
240810,16656,12401,3068,1,0,177,5124
240820,1149,285,799,1,1,9,143
240830,1529,849,452,1,1,7,268
240840,271,121,30,0,0,0,37
240850,259,217,8,0,0,1,31
240860,273,164,51,0,0,1,35
240870,299,225,20,0,0,0,29
240880,431,131,268,0,0,1,29
240890,848,609,182,1,1,8,170
240895,737,323,295,1,1,2,60
240910,637,392,101,1,1,1,75
240920,346,150,62,0,0,2,21
240930,614,302,150,0,0,2,88
240933,358,179,36,1,1,0,31
240940,1195,658,348,1,1,10,162
240950,307,220,60,0,0,0,17
240960,263,144,59,1,1,0,10
240970,447,293,122,1,1,2,43
240980,809,445,311,0,0,1,97
240990,787,470,197,0,0,0,75
241000,251,214,24,0,0,1,24
241010,577,393,102,0,0,3,72
241020,354,299,32,0,0,2,48
241025,379,286,45,1,0,0,25
241030,537,316,7,1,1,4,65
241040,430,325,62,0,0,3,49
241050,203,134,52,0,0,1,31
241060,300,150,139,0,0,1,28
241070,249,155,45,0,0,0,20
241080,252,140,75,0,0,1,28
241090,370,312,0,0,0,3,36
241100,330,192,14,0,0,0,34
241105,222,164,0,1,0,3,31
241110,342,215,34,0,0,0,17
241120,1152,736,127,1,1,5,246
241140,657,485,116,0,0,1,63
241142,221,169,28,0,0,0,9
241150,1158,512,570,0,0,3,153
241160,341,131,146,0,0,2,21
241170,361,277,0,0,0,1,23
241180,242,189,15,0,0,0,19
241190,231,191,4,0,0,1,29
241200,2926,2110,0,1,0,32,507
241210,307,205,55,1,0,2,47
241220,1264,919,71,1,1,12,291
241230,811,430,303,1,1,3,78
241240,296,179,2,0,0,0,26
241250,682,605,10,0,0,3,182
241255,559,299,220,0,0,2,33
241260,477,281,0,1,1,1,106
241270,341,196,59,0,0,0,26
241280,378,224,82,1,1,2,67
241290,657,409,226,0,0,0,68
241300,329,277,24,1,1,2,44
241310,411,284,21,0,0,0,37
241320,338,234,20,1,1,1,17
241330,286,140,109,0,0,3,25
241335,519,412,7,0,0,1,37
241340,291,227,14,1,0,0,57
241350,473,185,245,0,0,2,46
241355,250,202,5,0,0,0,26
241360,444,220,83,0,0,2,43
241370,349,246,66,1,0,0,38
241380,278,132,65,0,0,0,6
241390,621,372,219,1,1,1,61
241400,631,405,140,0,1,4,115
241410,428,183,238,1,1,3,70
241415,427,336,26,0,0,2,26
241420,700,411,211,1,1,0,61
241430,272,136,52,0,0,0,16
241440,894,873,3,0,1,3,134
241445,388,235,83,1,1,1,21
241450,633,327,260,0,0,2,72
241460,564,464,0,0,0,3,71
241470,259,157,24,0,0,0,31
241475,286,190,52,0,0,1,20
241480,546,345,6,0,0,5,79
241490,212,128,0,0,0,0,6
241500,266,70,155,0,0,0,17
250010,403,274,93,0,0,2,61
250020,358,175,33,0,0,1,42
250030,1205,964,72,0,0,5,244
250040,719,500,138,0,0,3,120
250050,457,358,48,0,0,0,108
250053,377,262,88,0,0,1,35
250057,305,212,29,0,0,2,15
250060,1481,557,779,1,0,4,133
250070,710,510,75,0,1,2,152
250073,328,254,34,0,0,0,19
250077,360,250,44,0,0,3,55
250080,897,0,34,0,0,3,126
250090,529,389,48,0,0,4,126
250100,1026,695,183,0,0,1,65
250110,777,649,88,1,1,3,169
250115,154,100,1,0,0,0,7
250120,376,234,98,0,0,0,44
250130,1212,594,483,0,0,5,158
250135,281,177,18,0,0,0,26
250140,587,192,299,0,0,3,46
250150,1082,779,68,1,0,3,142
250153,288,239,3,1,0,0,32
250157,475,346,93,1,1,1,69
250160,721,535,159,0,0,2,82
250170,358,206,119,0,0,1,41
250180,3132,1740,1088,1,0,18,618
250190,927,335,511,1,0,1,138
250200,415,229,154,0,0,2,41
250205,297,231,40,0,0,1,9
250210,430,180,156,0,0,2,35
250215,475,372,20,0,0,2,45
250220,189,110,48,0,1,0,28
250230,322,271,7,0,0,1,31
250240,494,389,63,0,0,2,69
250250,910,507,341,0,0,3,111
250260,463,322,58,0,0,2,43
250270,418,275,66,0,0,2,27
250280,633,365,231,0,0,2,104
250290,374,261,69,1,0,0,35
250300,1528,1162,229,1,0,0,117
250310,313,201,81,1,1,0,30
250320,4099,2187,1263,1,0,8,336
250330,365,283,16,0,0,1,73
250340,315,209,23,0,0,0,19
250350,767,453,99,0,0,7,120
250355,365,281,17,0,0,6,47
250360,452,302,120,0,0,1,57
250370,1658,1413,2,0,0,15,469
250375,250,182,37,0,1,0,16
250380,413,188,143,0,0,1,43
250390,275,221,22,0,0,3,43
250400,14416,8163,5872,1,1,82,2847
250403,409,279,26,0,0,0,37
250407,219,116,50,0,0,0,28
250410,281,225,34,1,0,0,13
250415,408,0,43,0,0,2,55
250420,294,151,84,0,0,2,36
250430,1007,790,90,0,0,4,213
250435,335,186,103,0,0,3,22
250440,827,546,225,0,0,2,101
250450,376,278,82,0,0,1,65
250460,1844,648,1006,0,0,5,136
250470,314,193,45,1,0,2,48
250480,696,214,356,0,0,3,115
250485,133,84,0,0,0,0,17
250490,689,366,84,0,0,3,90
250500,464,327,40,1,0,0,47
250510,952,665,114,1,0,2,185
250520,388,229,85,0,0,2,41
250523,374,316,7,0,0,1,49
250527,329,283,30,0,0,0,43
250530,224,109,5,0,0,0,15
250535,338,247,21,0,0,1,24
250540,271,185,10,0,0,2,66
250550,308,242,11,0,0,1,22
250560,308,193,35,0,0,2,37
250570,462,328,65,1,0,2,71
250580,313,185,36,0,0,1,22
250590,280,220,27,1,0,0,22
250600,1325,715,524,0,0,3,251
250610,540,448,41,0,0,2,75
250620,243,183,15,0,1,0,20
250625,513,339,142,0,0,1,39
250630,1881,1435,254,1,1,9,399
250640,716,490,145,0,0,4,105
250650,313,169,80,0,1,0,28
250660,309,240,18,0,0,0,39
250670,536,403,98,0,0,3,57
250680,948,529,243,0,0,3,140
250690,1393,753,459,0,0,4,198
250700,942,584,282,0,0,7,178
250710,877,664,69,0,0,3,99
250720,514,228,128,0,0,1,71
250730,791,479,216,1,1,0,109
250740,503,330,102,0,0,0,53
250750,23084,9010,11236,1,0,131,4914
250760,449,316,70,0,0,1,65
250770,1107,915,99,0,0,5,111
250780,371,268,17,0,0,1,38
250790,592,227,305,1,1,2,93
250800,484,354,75,0,0,0,58
250810,345,226,30,0,0,1,28
250820,538,87,131,0,0,1,58
250830,1160,870,172,1,0,6,180
250840,255,164,18,0,0,1,13
250850,419,320,38,0,0,2,57
250855,244,173,33,0,0,0,23
250860,723,525,64,0,0,1,62
250870,279,188,36,0,0,0,21
250880,309,242,38,0,0,0,42
250890,1680,1164,232,1,1,5,292
250900,473,264,62,0,0,3,56
250905,566,279,177,0,0,2,50
250910,865,597,159,0,0,2,152
250915,342,190,22,0,0,2,52
250920,607,455,89,1,0,1,75
250930,599,0,107,0,0,1,43
250933,310,98,139,0,0,2,24
250937,250,153,18,0,0,0,21
250939,368,135,166,0,0,0,46
250940,602,432,139,0,0,2,57
250950,349,199,78,0,1,1,32
250960,232,140,23,0,0,2,31
250970,1352,1017,192,1,1,10,290
250980,497,350,102,1,1,1,62
250990,645,372,212,1,0,1,43
251000,345,299,28,0,0,1,55
251010,434,0,44,1,1,2,80
251020,370,283,31,0,0,1,30
251030,323,278,25,1,0,1,27
251040,448,353,21,0,0,4,32
251050,279,137,118,0,0,0,24
251060,260,116,95,1,1,2,24
251065,248,144,72,0,0,0,14
251070,303,203,39,0,0,0,29
251080,3309,2293,636,0,0,19,751
251090,480,403,23,0,0,1,72
251100,216,190,16,0,0,1,25
251110,532,461,25,0,0,1,40
251120,1320,551,642,1,0,5,168
251130,1243,691,238,0,0,4,107
251140,822,734,41,1,1,3,130
251150,681,400,225,0,0,2,88
251160,363,267,24,0,0,2,48
251170,286,164,22,0,0,0,36
251180,463,382,2,0,0,2,82
251190,942,456,383,1,0,3,80
251200,928,651,154,0,0,8,124
251203,302,228,26,0,0,3,19
251207,405,292,23,0,0,0,35
251210,874,620,129,0,0,4,229
251220,309,174,41,0,0,0,22
251230,902,714,51,0,0,0,132
251240,522,407,45,0,0,3,77
251250,1957,896,785,1,1,8,314
251260,182,121,1,0,0,0,17
251270,869,542,225,0,0,5,162
251272,365,306,0,0,0,2,35
251274,364,206,23,0,0,1,21
251275,369,280,37,0,1,1,33
251276,339,221,73,0,0,0,30
251278,266,137,54,0,0,0,7
251280,419,193,177,0,0,2,51
251290,1220,804,314,1,1,3,177
251300,241,150,20,0,0,0,14
251310,696,505,27,0,0,0,73
251315,368,249,56,0,0,0,38
251320,316,244,10,1,0,2,56
251330,363,212,79,0,0,1,48
251335,329,215,94,0,0,0,12
251340,720,408,220,0,0,0,87
251350,375,289,46,0,0,1,30
251360,363,283,6,0,0,2,51
251365,306,210,27,1,0,0,12
251370,3121,3121,0,0,0,23,939
251380,337,237,49,0,0,1,36
251385,213,99,39,0,1,0,28
251390,1138,855,180,0,0,5,179
251392,264,117,30,0,0,2,17
251394,183,105,44,0,0,0,16
251396,227,152,19,0,0,1,23
251398,214,155,20,1,1,1,24
251400,309,198,32,0,0,1,39
251410,303,168,60,0,0,2,29
251420,359,244,60,0,0,1,47
251430,326,195,34,0,0,2,32
251440,274,221,15,0,0,0,24
251445,457,212,196,0,0,0,37
251450,1007,525,295,0,0,6,147
251455,212,156,6,0,0,0,19
251460,112,84,2,0,0,1,26
251465,234,179,30,0,0,0,8
251470,284,206,38,0,0,3,18
251480,257,174,54,0,0,1,21
251490,537,361,0,0,0,1,62
251500,483,213,197,0,0,1,54
251510,600,390,106,0,0,0,79
251520,250,132,68,0,0,0,18
251530,1873,945,826,1,0,8,365
251540,447,345,28,0,0,3,46
251550,515,344,149,0,0,4,115
251560,314,243,3,0,0,0,19
251570,272,172,51,0,0,0,11
251580,429,315,85,0,0,0,60
251590,310,204,62,0,0,0,48
251593,390,268,41,0,0,0,35
251597,426,268,79,0,0,1,37
251600,1025,654,161,1,0,3,239
251610,643,545,18,1,1,1,109
251615,297,0,39,0,0,2,20
251620,2303,1540,527,1,1,18,511
251630,715,426,233,0,0,2,126
251640,537,277,219,0,0,2,67
251650,664,435,125,0,1,6,106
251660,704,488,133,0,0,0,92
251670,664,416,168,0,0,1,85
251675,268,220,33,1,0,0,23
251680,445,312,90,0,0,0,51
251690,762,369,292,1,0,1,108
251700,574,390,120,0,0,1,53
251710,263,200,4,0,0,2,19
251720,344,201,77,0,0,1,36
251740,185,93,58,0,0,1,9
260005,2252,545,1221,0,1,22,716
260010,1094,693,326,1,1,6,283
260020,947,442,340,0,0,2,103
260030,1116,530,363,1,1,3,205
260040,1625,790,552,1,1,6,195
260050,1361,828,376,1,1,11,352
260060,796,343,453,1,1,4,116
260070,1490,948,0,1,1,9,267
260080,634,304,282,1,0,2,210
260090,1052,675,0,1,1,8,125
260100,235,182,0,0,0,1,84
260105,842,385,325,0,0,3,108
260110,3094,1899,966,0,0,26,499
260120,1498,1205,92,1,1,16,584
260130,487,289,133,0,0,4,97
260140,1604,992,512,0,0,12,313
260150,453,167,229,0,1,2,83
260160,934,745,160,0,0,4,122
260170,3054,1453,1451,1,1,21,693
260180,527,418,33,1,1,5,83
260190,1764,1226,413,1,1,11,580
260200,1665,1159,3,0,0,12,205
260210,1515,897,503,1,1,6,321
260220,1528,751,657,0,0,8,285
260230,1381,805,457,1,1,9,264
260240,588,291,192,0,0,3,59
260250,418,130,254,0,0,0,58
260260,2040,1245,0,1,1,14,347
260270,454,392,11,1,1,5,84
260280,1901,966,783,1,0,11,300
260290,6483,4260,1243,1,1,42,1233
260300,1801,961,762,1,1,10,182
260310,719,532,36,1,1,1,162
260320,1218,370,736,1,1,5,160
260330,884,538,284,1,1,0,68
260340,366,221,91,1,1,2,63
260345,3208,1856,0,1,1,29,1048
260350,670,569,48,1,1,3,158
260360,556,253,115,1,1,1,72
260370,964,614,0,0,0,8,180
260380,957,600,212,1,1,7,138
260390,925,726,174,1,0,2,126
260392,564,244,241,1,1,2,72
260400,2192,1292,0,1,0,13,535
260410,8480,3137,5089,1,1,66,2446
260415,773,509,116,1,1,1,81
260420,1022,846,75,1,1,4,268
260430,616,458,118,0,0,3,57
260440,544,216,266,1,1,2,71
260450,994,747,152,0,0,3,138
260460,842,478,280,1,1,6,183
260470,877,463,257,0,0,3,125
260480,725,426,166,1,0,3,85
260490,794,477,6,1,1,1,122
260500,1310,613,485,1,1,7,218
260510,1408,792,517,1,1,10,306
260515,782,521,0,0,0,3,92
260520,1888,1171,493,1,1,20,490
260530,1457,1259,129,1,0,5,195
260540,848,621,161,1,0,1,193
260545,472,0,431,0,0,0,3
260550,448,348,0,1,1,0,67
260560,785,395,330,1,1,2,143
260570,1801,504,1203,1,0,9,181
260580,511,294,144,0,1,4,131
260590,1270,691,0,1,1,7,151
260600,3867,1731,1348,1,1,34,929
260610,946,569,330,1,1,6,174
260620,2651,1801,569,1,1,20,540
260630,416,288,34,0,0,2,40
260640,2592,1380,997,1,1,13,617
260650,919,458,399,0,0,6,124
260660,1136,645,390,1,0,8,163
260670,596,216,0,1,1,0,58
260680,2150,872,946,0,0,21,661
260690,480,331,86,1,1,3,86
260700,951,617,144,0,0,2,99
260710,370,190,150,1,1,1,29
260720,4940,2653,0,1,0,20,460
260730,1748,856,790,0,0,12,172
260740,747,301,396,1,0,2,28
260750,887,499,298,1,0,10,182
260760,1121,435,548,1,1,3,114
260765,1541,560,776,1,1,7,229
260770,425,168,171,0,0,1,108
260775,1176,777,0,1,1,4,146
260780,962,275,531,0,0,4,116
260790,10656,5769,2586,1,0,139,4045
260795,515,268,114,1,1,2,66
260800,821,395,366,0,0,5,141
260805,651,396,129,1,1,5,87
260810,1923,583,670,1,1,0,265
260820,826,482,159,1,0,3,103
260825,582,237,243,0,0,3,65
260830,740,407,303,0,0,1,131
260840,627,278,222,0,0,2,105
260845,843,504,274,1,1,6,129
260850,961,507,397,0,1,2,168
260860,748,383,320,0,0,2,76
260870,596,358,62,1,1,2,103
260875,1067,613,0,0,0,7,106
260880,1474,799,400,0,0,6,339
260890,1763,1482,31,1,1,4,550
260900,1108,587,392,1,1,6,198
260910,761,363,93,1,0,3,98
260915,846,612,196,1,0,11,92
260920,544,161,125,0,0,0,49
260930,761,449,258,1,1,6,109
260940,1464,1042,126,1,0,5,372
260950,1219,786,280,1,1,6,260
260960,7182,3936,2316,1,1,88,3075
260970,1114,634,180,1,1,6,165
260980,823,351,413,0,0,2,57
260990,2481,1038,1318,0,0,17,359
261000,1899,794,804,1,1,18,505
261010,576,283,235,0,0,3,64
261020,1433,457,852,1,1,5,203
261030,916,440,415,0,0,2,89
261040,1114,603,466,0,0,4,126
261050,1105,741,0,1,1,2,210
261060,1650,938,527,1,1,10,329
261070,5268,3159,1054,1,1,57,2055
261080,922,469,195,1,1,4,149
